Potenciais;0.15;0.3;0.45;0.6;0.75;0.9;1.05
0;0.3;0.4;0.41;0.43;0.4;0.38;0.38
0.25;0.29;0.35;0.34;0.38;0.35;0.35;0.35
0.5;0.25;0.31;0.3;0.3;0.29;0.29;0.29
1;0.22;0.28;0.26;0.25;0.22;0.23;0.23
1.5;0.2;0.25;0.24;0.23;0.19;0.21;0.21
2;0.18;0.24;0.22;0.22;0.18;0.19;0.19
3;0.17;0.22;0.2;0.2;0.17;0.17;0.18
5;0.15;0.2;0.18;0.18;0.16;0.16;0.16
20;0.11;0.15;0.14;0.15;0.13;0.14;0.14
50;0.1;0.13;0.13;0.13;0.12;0.13;0.13
150;0.09;0.11;0.13;0.12;0.12;0.12;0.12
