tempo;0.15;0.3;0.45;0.6;0.75;0.9;1.05
1.5;44;59;69;82;95;111;126
3;48;61;76;84;102;122;134
6;55;67;86;98;110;127;140
12;60;68;91;104;118;135;152
24;67;75;94;111;128;140;161
36;75;75;104;119;134;151;169
48;75;79;115;127;139;159;178
72;83;89;131;138;147;167;179
120;90;119;143;155;167;179;190
240;115;135;163;172;182;187;198
360;135;143;190;196;202;188;199
480;163;159;191;197;203;218;230
