tempo (horas);0.15;0.3;0.45;0.6;0.75;0.9;1.05
1.5;-0.2044;-0.2433999999999999;-0.21939999999999998;-0.23320000000000018;-0.2470000000000001;-0.2986000000000001;-0.3375999999999999
3.0;-0.2548;-0.2686;-0.3075999999999998;-0.2584000000000001;-0.33519999999999994;-0.4371999999999999;-0.4384000000000001
6.0;-0.34299999999999997;-0.3442000000000001;-0.43359999999999993;-0.4348000000000002;-0.43599999999999994;-0.5002000000000001;-0.514
12.0;-0.406;-0.35680000000000006;-0.4965999999999999;-0.5104000000000001;-0.5367999999999999;-0.6010000000000001;-0.6651999999999998
24.0;-0.4942000000000001;-0.4449999999999999;-0.5344;-0.5986000000000001;-0.6628000000000001;-0.664;-0.7786
36.0;-0.5949999999999999;-0.4449999999999999;-0.6604000000000001;-0.6993999999999999;-0.7384000000000002;-0.8025999999999999;-0.8794
48.0;-0.5949999999999999;-0.4953999999999999;-0.7990000000000002;-0.8002000000000001;-0.8014000000000001;-0.9034000000000001;-0.9927999999999997
72.0;-0.6958000000000001;-0.6214;-1.0006000000000002;-0.9388000000000002;-0.9021999999999999;-1.0042;-1.0053999999999996
120.0;-0.7839999999999999;-0.9993999999999998;-1.1518;-1.153;-1.1542000000000001;-1.1553999999999998;-1.144
240.0;-1.0990000000000002;-1.201;-1.4038;-1.3672;-1.3431999999999995;-1.2561999999999998;-1.2448
360.0;-1.3510000000000002;-1.3017999999999998;-1.744;-1.6696;-1.5951999999999997;-1.2687999999999997;-1.2573999999999999
480.0;-1.7038;-1.5034;-1.7566;-1.6822;-1.6078000000000001;-1.6467999999999998;-1.648
