tempo (horas);0.15;0.3;0.45;0.6;0.75;0.9;1.05
1.5;0.2845345650216446;0.3491989947397439;0.35164768211701214;0.3687781667214146;0.34800891307522835;0.33215981636806846;0.32285965803973593
3.0;0.2794370343991545;0.3448511692668646;0.33200592240113613;0.3619908875749031;0.3240930018022283;0.3043844793194983;0.3034958439161926
6.0;0.27052898685618276;0.3331004400015117;0.31011255833577256;0.3229654814857206;0.30026130502642867;0.29325677197462263;0.290663973120463
12.0;0.2643807537720479;0.3313119455738326;0.3012297341584874;0.3101326582819015;0.28048544652617663;0.27754595178592745;0.2691955194164395
24.0;0.25624384337198564;0.31994097237955205;0.2964195694945666;0.2973815136484701;0.26063991389598734;0.26894243273322915;0.25620638086428427
36.0;0.2477041193527776;0.31994097237955205;0.28263927018757473;0.2851257462695329;0.25082248822192593;0.25282308833998773;0.24644191504939844
48.0;0.2477041193527776;0.3142243864311733;0.2705223834817282;0.27479428115665105;0.24361122620051534;0.24311032994277715;0.23706915811642398
72.0;0.2399748749790645;0.3018785723479787;0.25675772173011235;0.26297310819884584;0.23359128199949386;0.23475016414697208;0.23611819352912922
120.0;0.23383308665646063;0.2756519564712595;0.24851737733692414;0.24859886082585053;0.21455180433641952;0.22422696901485922;0.22666366817062983
240.0;0.21583307806805635;0.26567618895809064;0.23747073216431538;0.23747182405788175;0.2041175728024477;0.21828634064811292;0.22077850325258683
360.0;0.20479600243448684;0.2613635458921766;0.22612143805216756;0.2253809565700361;0.19347654320341673;0.21759497720133847;0.22009298357005172
480.0;0.1927366219833721;0.2537748964770518;0.22575894436291238;0.22494634588994278;0.1930191973721727;0.20088726107274263;0.20303056170495337
